car,track,frame,mode,draw,present,road,faces,upscale,player,opponents,total
6,0,6,1,132005,31471,15830,138,20239,39207,47963,163476
6,0,7,0,109245,31459,13246,68,20227,41904,24934,140704
6,0,7,1,108753,31494,13219,68,20229,41712,24472,140247
6,0,8,0,172651,31462,21645,111,20232,44795,55124,204113
6,0,8,1,143716,31506,14579,111,20235,44848,55137,175222
6,0,9,0,138940,31470,14161,95,20218,42761,52813,170410
6,0,9,1,138901,31454,14238,95,20225,43015,52473,170355
6,0,10,0,141335,31479,12246,42,20236,45084,54779,172814
6,0,10,1,142686,31464,12222,42,20209,46305,55031,174150
6,0,11,0,123708,31459,24111,370,20254,45481,24952,155167
6,0,11,1,123585,31451,24077,370,20222,45280,24919,155036
6,0,12,0,136685,31495,17156,194,20244,40751,49653,168180
6,0,12,1,137128,31467,17645,194,20249,40707,49625,168595
6,1,1,0,145222,31472,18365,196,20231,44236,53525,176694
6,1,1,1,144960,31484,18585,196,20231,44226,52997,176444
6,1,2,0,122406,31471,19025,123,20238,34013,40038,153877
6,1,2,1,123730,31470,19014,123,20249,35229,40246,155200
6,1,3,0,110290,31429,13695,61,20461,42592,24417,141719
6,1,3,1,110059,31450,13685,61,20214,42432,24517,141509
6,1,4,0,144818,31466,12634,62,20208,46065,56718,176284
6,1,4,1,144788,31447,12638,62,20217,46069,56709,176235
6,1,5,0,146532,31469,19595,244,20244,44451,53137,178001
6,1,5,1,175377,31439,26698,244,20211,44466,53168,206816
6,1,6,0,122531,31504,19176,123,20233,34081,39967,154035
6,1,6,1,122281,32021,19123,123,20248,33985,40076,154302
6,1,7,0,109644,31447,13380,61,20238,42413,24559,141091
6,1,7,1,109899,31444,13454,61,20227,42510,24447,141343
6,1,8,0,146078,31501,12580,62,20270,46302,57801,177579
6,1,8,1,144906,31483,12599,62,20242,46333,56777,176389
6,1,9,0,145316,31501,18529,196,20240,44416,53159,176817
6,1,9,1,146069,31954,18515,196,20233,44876,53410,178023
6,1,10,0,146867,31484,26194,123,20225,34014,39968,178351
6,1,10,1,123311,31529,19048,123,20233,34046,40010,154840
6,1,11,0,110937,31434,14585,93,20241,42444,24542,142371
6,1,11,1,111378,31458,14620,93,20234,42586,24715,142836
6,1,12,0,153403,31493,14672,110,20249,49334,59610,184896
6,1,12,1,152769,31497,14665,110,20233,49297,59651,184266
6,2,1,0,145565,31462,15777,83,20252,44807,56021,177027
6,2,1,1,141897,31962,12220,83,20232,44786,56048,173859
6,2,2,0,185593,31456,33609,330,20278,46360,59026,217049
6,2,2,1,159227,31710,23790,330,20262,46380,59058,190937
6,2,3,0,115336,31447,19086,129,20232,42032,25172,146783
6,2,3,1,110788,31468,15060,129,20238,42040,24581,142256
6,2,4,0,156056,31506,14374,139,20237,48757,64135,187562
6,2,4,1,153027,31481,11390,139,20229,48740,64125,184508
6,2,5,0,136117,31480,14918,64,20212,41482,50917,167597
6,2,5,1,133801,31699,11252,64,20267,41691,51942,165500
6,2,6,0,146633,31515,31045,541,20272,38713,47953,178148
6,2,6,1,144035,31474,29225,541,20250,38103,47875,175509
6,2,7,0,111226,31455,20776,217,20250,37684,23752,142681
6,2,7,1,132750,31449,24788,217,20253,37663,23790,164199
6,2,8,0,131695,31535,13999,89,20217,39573,48068,163230
6,2,8,1,128603,31465,10824,89,20210,39747,49126,160068
6,2,9,0,120730,31487,16048,108,20231,34594,41244,152217
6,2,9,1,117413,31485,12674,108,20223,34546,41317,148898
6,2,10,0,132728,31477,16398,108,20238,39905,47547,164205
6,2,10,1,127894,31452,13014,108,20228,38707,47300,159346
6,2,11,0,129517,31435,34931,540,20248,41054,24450,160952
6,2,11,1,128192,31995,33526,540,20253,41022,24511,160187
6,2,12,0,140483,31474,17695,127,20244,42117,51742,171957
6,2,12,1,161224,31441,20955,127,20209,42116,51776,192665
7,0,1,0,121087,31470,12764,68,20205,34991,44366,152557
7,0,1,1,121148,31459,12783,68,20237,34944,44306,152607
7,0,2,0,124463,31464,15787,118,20226,35952,43601,155927
7,0,2,1,123214,31475,15817,118,20255,34710,43412,154689
7,0,3,0,100838,31442,14238,95,20213,34108,23253,132280
7,0,3,1,100925,31485,14244,95,20231,34084,23286,132410
7,0,4,0,125489,31490,12695,46,20205,37776,45921,156979
7,0,4,1,125318,31454,12684,46,20229,37759,45887,156772
7,0,5,0,135096,31474,25182,312,20239,35135,44606,166570
7,0,5,1,159032,31495,32390,312,20243,35443,44634,190527
7,0,6,0,125649,31467,15820,138,20229,35180,44895,157116
7,0,6,1,124899,31472,15796,138,20243,35123,44903,156371
7,0,7,0,105528,31629,13246,68,20222,39033,24040,137157
7,0,7,1,104389,31495,13242,68,20246,37910,23925,135884
7,0,8,0,136413,31470,14594,111,20227,40877,51733,167883
7,0,8,1,137361,31476,15053,111,20224,41358,51856,168837
7,0,9,0,131189,31463,14196,95,20232,38846,49127,162652
7,0,9,1,131423,31478,14206,95,20241,38904,49114,162901
7,0,10,0,133963,31688,12243,42,20232,41033,51428,165651
7,0,10,1,158254,31470,19277,42,20221,41031,51419,189724
7,0,11,0,119301,31457,24091,370,20256,41555,24348,150758
7,0,11,1,121131,31498,24109,370,20717,41836,24264,152629
7,0,12,0,129788,31459,17162,194,20248,36831,46565,161247
7,0,12,1,129620,31482,17103,194,20248,36829,46561,161102
7,1,1,0,137705,31494,18351,196,20241,40403,49798,169199
7,1,1,1,137715,31464,18361,196,20245,40314,49836,169179
7,1,2,0,116676,31711,19026,123,20240,30584,37765,148387
7,1,2,1,116467,31520,19033,123,20247,30571,37724,147987
7,1,3,0,106473,31506,13639,61,20234,38508,23997,137979
7,1,3,1,130047,31455,20798,61,20231,38518,24005,161502
7,1,4,0,137256,31478,12624,62,20227,42069,53195,168734
7,1,4,1,137005,31506,12609,62,20229,42034,53237,168511
7,1,5,0,139415,32047,19607,244,20239,40555,50068,171462
7,1,5,1,141242,31458,19832,244,20234,41714,50325,172700
7,1,6,0,116842,31498,19164,123,20246,30609,37732,148340
7,1,6,1,116582,31439,19153,123,20228,30546,37721,148021
7,1,7,0,105536,31460,13393,61,20244,38803,23995,136996
7,1,7,1,105475,31414,13427,61,20227,38581,23948,136889
7,1,8,0,137228,31968,12565,62,20227,42078,53181,169196
7,1,8,1,162397,31463,19598,62,20358,42301,53497,193860
7,1,9,0,138380,31504,18547,196,20239,40529,50025,169884
7,1,9,1,139493,31525,18495,196,20238,40511,50060,171018
7,1,10,0,117001,31497,19104,123,20229,30878,37770,148498
7,1,10,1,117900,31473,19027,123,20273,30797,38803,149373
7,1,11,0,106386,31456,14612,93,20246,38555,23942,137842
7,1,11,1,107414,31454,14586,93,20259,38800,24544,138868
7,1,12,0,145268,31496,14693,110,20254,45295,55978,176764
7,1,12,1,145151,31723,14674,110,20258,45247,56050,176874
7,2,1,0,138932,31500,15710,83,20247,40781,52505,170432
7,2,1,1,158909,31437,19301,83,20239,40779,52498,190346
7,2,2,0,153423,31461,26444,330,20262,42476,55456,184884
7,2,2,1,151814,31499,23769,330,20267,43547,55563,183313
7,2,3,0,110219,31461,19090,129,20239,38162,24006,141680
7,2,3,1,107053,31412,15485,129,20239,38262,24131,138465
7,2,4,0,147413,31486,14354,139,20234,44751,59489,178899
7,2,4,1,144614,31501,11419,139,20224,44721,59748,176115
7,2,5,0,129837,31478,14932,64,20215,38170,47966,161315
7,2,5,1,125506,31453,11245,64,20249,37651,47695,156959
7,2,6,0,163930,31436,38285,541,20251,34372,44776,195366
7,2,6,1,138297,31503,29226,541,20269,34346,44775,169800
7,2,7,0,106831,31474,20781,217,20249,33855,23252,138305
7,2,7,1,104111,31455,17692,217,20253,33911,23392,135566
7,2,8,0,126401,31489,14553,89,20269,36001,46831,157890
7,2,8,1,120455,31466,10805,89,20237,35773,45096,151921
7,2,9,0,114767,31471,16030,108,20214,31092,38895,146238
7,2,9,1,111536,31473,12680,108,20222,31122,38845,143009
7,2,10,0,124882,31500,16383,108,20230,35009,44642,156382
7,2,10,1,120889,31482,12783,108,20229,34951,44395,152371
7,2,11,0,149572,31436,42147,540,20257,37209,23884,181008
7,2,11,1,123794,31437,33534,540,20248,37221,23860,155231
7,2,12,0,134629,31477,17683,127,20240,38392,48540,166106
7,2,12,1,130067,31462,13864,127,20461,38500,48517,161529
