car,track,frame,mode,draw,present,road,faces,upscale,player,opponents,total
6,0,6,0,131743,31453,15652,138,20233,39019,47987,163196
6,0,6,1,132122,31470,15631,138,20471,39180,48052,163592
6,0,7,0,108675,31461,13081,68,20239,41923,24437,140136
6,0,7,1,109296,31449,13030,68,20227,42419,24582,140745
6,0,8,0,172959,31474,21438,111,20228,45126,55426,204433
6,0,8,1,143966,31484,14385,111,20201,45136,55455,175450
6,0,9,0,138601,31477,13977,95,20231,42932,52658,170078
6,0,9,1,139177,31459,14017,95,20446,43126,52685,170636
6,0,10,0,141625,31433,12008,42,20229,45330,55087,173058
6,0,10,1,142899,31519,12002,42,20234,46481,55390,174418
6,0,11,0,124019,31437,23864,370,20213,45797,25232,155456
6,0,11,1,123676,31439,23876,370,20230,45661,24944,155115
6,0,12,0,136765,31793,16910,194,20223,40925,49857,168558
6,0,12,1,136823,31461,16914,194,20244,40911,49849,168284
6,1,1,0,145693,31455,18116,196,20204,45019,53528,177148
6,1,1,1,145066,31471,18124,196,20208,44517,53324,176537
6,1,2,0,122201,31490,18809,123,20216,34067,40131,153691
6,1,2,1,123521,31443,18778,123,20226,34329,41225,154964
6,1,3,0,110214,31460,13697,61,20225,42672,24487,141674
6,1,3,1,110031,31441,13452,61,20225,42644,24553,141472
6,1,4,0,145041,32006,12393,62,20232,46308,56993,177047
6,1,4,1,145039,31456,12402,62,20220,46345,57018,176495
6,1,5,0,146864,31693,19365,244,20227,44756,53520,178557
6,1,5,1,175702,31449,26427,244,20219,44734,53514,207151
6,1,6,0,122341,31477,18917,123,20237,34094,40082,153818
6,1,6,1,123376,31464,19402,123,20234,34083,40656,154840
6,1,7,0,111163,31436,13235,61,20242,43857,24713,142599
6,1,7,1,109789,31451,13262,61,20230,42651,24454,141240
6,1,8,0,144972,31495,12371,62,20203,46369,56989,176467
6,1,8,1,145347,31468,12344,62,20203,46476,57295,176815
6,1,9,0,145622,31462,18259,196,20226,44699,53510,177084
6,1,9,1,146243,31472,18304,196,20228,44693,53939,177715
6,1,10,0,146925,31445,25945,123,20217,34044,40171,178370
6,1,10,1,123304,31469,18829,123,20240,34092,40102,154773
6,1,11,0,110867,31460,14395,93,20215,42716,24512,142327
6,1,11,1,110977,31437,14371,93,20231,42676,24547,142414
6,1,12,0,153556,31492,14420,110,20254,49787,60019,185048
6,1,12,1,154725,31459,14397,110,20250,49791,61182,186184
6,2,1,0,145686,31485,15411,83,20238,45055,56390,177171
6,2,1,1,142835,31458,12069,83,20235,45060,56866,174293
6,2,2,0,185983,31444,33256,330,20247,46659,59441,217427
6,2,2,1,159815,31497,23567,330,20257,46651,59668,191312
6,2,3,0,115430,31445,18752,129,20212,42954,24841,146875
6,2,3,1,110963,31441,14878,129,20219,42295,24709,142404
6,2,4,0,156133,31479,14022,139,20205,48972,64385,187612
6,2,4,1,154589,31489,11215,139,20232,50143,64517,186078
6,2,5,0,136394,31948,14608,64,20217,41724,51319,168342
6,2,5,1,133122,31464,11087,64,20196,41695,51502,164586
6,2,6,0,146519,31461,30706,541,20239,38288,48614,177980
6,2,6,1,144045,31469,28868,541,20227,38262,48125,175514
6,2,7,0,111400,31448,20453,217,20220,38047,23901,142848
6,2,7,1,132715,31441,24585,217,20227,37765,23848,164156
6,2,8,0,131692,31492,13677,89,20196,39754,48317,163184
6,2,8,1,128271,31448,10639,89,20211,40385,48377,159719
6,2,9,0,120681,31470,15673,108,20215,34708,41527,152151
6,2,9,1,117513,31457,12525,108,20203,34719,41403,148970
6,2,10,0,132723,31701,16109,108,20244,39103,48630,164424
6,2,10,1,127906,31476,12612,108,20218,38908,47567,159382
6,2,11,0,129366,31448,34492,540,20244,41284,24592,160814
6,2,11,1,128609,31443,33187,540,20246,41692,24635,160052
6,2,12,0,140691,31475,17356,127,20198,42371,52082,172166
6,2,12,1,161557,31692,20700,127,20198,42351,52102,193249
7,0,1,0,120852,31456,12532,68,20202,35072,44324,152308
7,0,1,1,120935,31448,12540,68,20220,35014,44348,152383
7,0,2,0,124330,31689,15556,118,20225,35077,44619,156019
7,0,2,1,122878,31466,15562,118,20216,34856,43478,154344
7,0,3,0,100521,31424,14053,95,20223,34126,23227,131945
7,0,3,1,101273,31417,14049,95,20221,34124,23709,132690
7,0,4,0,125675,31461,12492,46,20193,38027,46105,157136
7,0,4,1,125598,31460,12496,46,20219,38014,46114,157058
7,0,5,0,135713,31492,25034,312,20242,35815,44853,167205
7,0,5,1,159000,31475,32166,312,20235,35366,44874,190475
7,0,6,0,124897,31495,15647,138,20223,35214,44935,156392
7,0,6,1,124829,31467,15617,138,20230,35214,44966,156296
7,0,7,0,105963,31418,13076,68,20241,38635,25055,137381
7,0,7,1,104253,31486,13044,68,20220,38112,23874,135739
7,0,8,0,136607,31461,14405,111,20216,41123,51940,168068
7,0,8,1,137201,31471,14329,111,20711,41335,51968,168672
7,0,9,0,131360,31461,14005,95,20213,39075,49309,162821
7,0,9,1,131423,31466,14002,95,20216,39064,49257,162889
7,0,10,0,134377,31490,12011,42,20228,41343,51877,165867
7,0,10,1,158460,31478,19008,42,20211,41345,51628,189938
7,0,11,0,119405,31437,23846,370,20241,41997,24385,150842
7,0,11,1,121069,31479,24296,370,20216,41952,24362,152548
7,0,12,0,129810,31423,16913,194,20239,37005,46702,161233
7,0,12,1,131373,31504,16858,194,20253,38228,47224,162877
7,1,1,0,137801,31473,18121,196,20209,40656,49974,169274
7,1,1,1,137874,31466,18129,196,20231,40626,50009,169340
7,1,2,0,116819,31497,18804,123,20228,30901,37924,148316
7,1,2,1,123435,31476,25861,123,20225,30619,37793,154911
7,1,3,0,106481,31482,13414,61,20226,38752,24023,137963
7,1,3,1,123514,31442,13443,61,20207,39345,24165,154956
7,1,4,0,137375,31484,12401,62,20228,42337,53357,168859
7,1,4,1,137368,31440,12426,62,20230,42365,53375,168808
7,1,5,0,140876,31468,19845,244,20219,40836,50948,172344
7,1,5,1,141204,31463,19363,244,20257,41086,51441,172667
7,1,6,0,116547,31482,18926,123,20235,30637,37721,148029
7,1,6,1,116447,31475,18930,123,20240,30646,37739,147922
7,1,7,0,105555,31459,13214,61,20204,38832,24287,137014
7,1,7,1,105350,31439,13228,61,20229,38764,23937,136789
7,1,8,0,144580,31498,19328,62,20199,42337,53413,176078
7,1,8,1,154784,31450,12347,62,20220,42371,53379,186234
7,1,9,0,138658,31480,18276,196,20234,40843,50304,170138
7,1,9,1,139688,31465,18270,196,20214,40830,50274,171153
7,1,10,0,118044,31451,19060,123,20237,30642,38924,149495
7,1,10,1,116286,31489,18832,123,20243,30609,37733,147775
7,1,11,0,106362,31464,14367,93,20233,38786,24004,137826
7,1,11,1,106537,31465,14325,93,20230,38800,24028,138002
7,1,12,0,145753,31481,14419,110,20224,45766,56357,177234
7,1,12,1,146105,31482,14417,110,20227,45988,56551,177587
7,2,1,0,139213,31499,15379,83,20244,41040,52883,170712
7,2,1,1,152206,31446,12071,83,20226,41045,52881,183652
7,2,2,0,153797,31451,26094,330,20478,42773,55752,185248
7,2,2,1,152166,31454,23537,330,20263,42892,56820,183620
7,2,3,0,110254,31474,18764,129,20207,38402,24175,141728
7,2,3,1,106532,31428,14882,129,20223,38408,24097,137960
7,2,4,0,147565,31458,14030,139,20224,44885,59788,179023
7,2,4,1,145041,31460,11225,139,20202,45173,59875,176501
7,2,5,0,130124,31454,14574,64,20216,38094,48655,161578
7,2,5,1,126545,31469,11130,64,20193,37908,48598,158014
7,2,6,0,163917,31430,37943,541,20231,34473,45137,195347
7,2,6,1,138303,31513,28864,541,20239,34470,45111,169816
7,2,7,0,108124,31453,20460,217,20240,35246,23400,139577
7,2,7,1,104162,31445,17501,217,20240,34108,23534,135607
7,2,8,0,124647,31476,13713,89,20726,36127,45416,156123
7,2,8,1,120784,31492,10650,89,20217,35960,45401,152276
7,2,9,0,114871,31452,15681,108,20216,31234,39151,146323
7,2,9,1,111685,31445,12525,108,20215,31199,39079,143130
7,2,10,0,124759,31480,16066,108,20215,35088,44676,156239
7,2,10,1,121185,32007,12593,108,20197,35079,44755,153192
7,2,11,0,149614,31420,41821,540,20239,37405,24069,181034
7,2,11,1,123708,31441,33203,540,20232,37434,24034,155149
7,2,12,0,134934,31488,17317,127,20223,38650,48897,166422
7,2,12,1,130126,31471,13645,127,20224,38678,48888,161597
