car,track,frame,mode,draw,present,track_us,prepare,raster,blit,player,opponents,upscale,hud,crc,total
2,0,7,1,99147,31663,13138,18067,27075,5037,29551,27244,20178,3495,1881686865,130810
2,0,8,0,133277,31470,12516,24968,51090,15551,38726,53016,20198,3284,1952701432,164747
2,0,8,1,124138,31456,12465,24632,42434,15528,35273,47457,20191,3331,1952701432,155594
2,0,9,0,138499,31461,26925,24646,49614,8260,32548,50109,20199,3286,2520358640,169960
2,0,9,1,130313,31471,26984,24662,41293,8207,29470,44826,20210,3321,2520358640,161784
2,0,10,0,139330,31509,25050,24640,50687,8657,33190,50928,20220,4372,2098459330,170839
2,0,10,1,155584,31414,32647,24639,42579,8680,30108,45920,20219,3419,2098459330,186998
2,0,11,0,114396,31472,21808,17984,32994,5856,35110,28414,20197,3447,3147481479,145868
2,0,11,1,111205,31411,21847,18046,28358,5915,32979,27195,20198,3460,3147481479,142616
2,0,12,0,132896,31695,17318,24682,51638,10048,34576,51928,20182,3350,3581806174,164591
2,0,12,1,124330,31452,17299,24620,43223,10062,31431,46608,20195,3322,3581806174,155782
2,0,13,0,129700,31450,14196,24697,51687,10041,34134,52435,20186,3314,2222256173,161150
2,0,13,1,122264,31464,14222,25235,43625,9988,31168,47821,20205,3294,2222256173,153728
2,0,14,0,128225,31473,12661,24678,51162,10569,35126,51417,20190,3289,704210256,159698
2,0,14,1,119623,31424,12637,24647,42728,10519,31969,46057,20200,3334,704210256,151047
2,0,15,0,110855,31491,11706,18047,37240,7007,40018,29016,20196,4478,493340835,142346
2,0,15,1,103798,31451,11732,18112,31134,6941,35544,27342,20194,3458,493340835,135249
2,0,16,0,163236,31449,21429,24702,56222,14130,38124,57063,20189,3397,2452129120,194685
2,0,16,1,130168,31452,14337,24722,46695,14138,34678,52119,20259,3329,2452129120,161620
2,0,17,0,133448,31437,14800,24894,53242,11444,36788,52925,20196,3297,3835769941,164885
2,0,17,1,124118,31479,14851,24654,44114,11391,33319,46976,20176,3282,3835769941,155597
2,0,18,0,137408,31484,13439,25247,57416,12155,38591,56367,20171,3285,3893001299,168892
2,0,18,1,126890,31476,13430,24678,47556,12139,34309,50198,20177,3336,3893001299,158366
2,0,19,0,108919,31429,13311,18079,34420,7374,37265,29227,20195,3482,987973164,140348
2,0,19,1,104064,31441,13353,18114,29432,7350,33749,27802,20183,3441,987973164,135505
2,0,20,0,130546,31507,11161,24722,53040,12200,37432,52666,20419,3285,1392075203,162053
2,0,20,1,120759,31983,11131,24608,43787,12165,33833,46858,20181,3313,1392075203,152742
2,0,21,0,174519,31435,30702,24659,56817,14492,40760,56439,20200,3388,792768404,205954
2,0,21,1,139990,31459,23530,24698,47082,14414,35772,50561,20198,4356,792768404,171449
2,0,22,0,151598,31454,23915,24562,53115,20813,39517,59102,20208,3301,2310164141,183052
2,0,22,1,142991,31423,23920,24573,44543,20784,36270,53760,20214,3347,2310164141,174414
2,0,23,0,113676,31433,20925,17942,32503,6486,34943,28729,20180,3446,610925346,145109
2,0,23,1,110515,31434,21061,18612,28077,6453,31948,27884,20199,3437,610925346,141949
2,0,24,0,136205,31471,16649,24577,51962,13825,36589,53908,20197,3309,3812540814,167676
2,0,24,1,127620,31462,16619,24676,43453,13779,33411,48625,20207,3332,3812540814,159082
2,1,1,0,173511,31443,22624,24374,59130,19359,38838,65251,20243,3394,1157642002,204954
2,1,1,1,138355,31487,15578,24377,48929,19315,34843,57914,20186,4368,1157642002,169842
2,1,2,0,139537,31437,18623,24516,51581,15550,38882,52905,20199,3364,1734065081,170974
2,1,2,1,130336,31485,18587,24471,42770,15374,35574,47178,20204,3304,1734065081,161821
2,1,3,0,110521,31410,19050,18155,31787,5628,33572,28671,20209,3547,1884451445,141931
2,1,3,1,106135,31460,19071,18208,27274,5562,30449,27333,20218,3460,1884451445,137595
2,1,4,0,120078,31477,18805,24721,41173,6065,28543,43556,20208,3310,2979809503,151555
2,1,4,1,114065,31448,18769,24717,35343,6059,26260,39993,20196,3319,2979809503,145513
2,1,5,0,123895,31472,13962,24809,46324,9643,32659,48253,20182,3307,2171696742,155367
2,1,5,1,116272,31487,13978,24795,38618,9597,29417,43728,20192,3296,2171696742,147759
2,1,6,0,134846,31467,12700,24807,56620,11405,37833,55136,20188,3344,459254082,166313
2,1,6,1,127348,31485,12667,24853,47002,11412,35143,49360,20205,4418,459254082,158833
2,1,7,0,110264,31437,12756,18206,36177,7165,38707,29616,20200,3482,2446719452,141701
2,1,7,1,128906,31473,19810,18138,30539,7171,34819,27687,20198,3550,2446719452,160379
2,1,8,0,134475,31458,13320,25273,54579,11931,38496,53421,20203,3391,506529615,165933
2,1,8,1,124054,31468,13307,24745,44841,11928,34692,46951,20195,3380,506529615,155522
2,1,9,0,147606,31446,14886,24766,62023,16640,45055,58504,20204,3386,3275601119,179052
2,1,9,1,136922,31481,14921,24800,51182,16666,40822,51958,20183,3366,3275601119,168403
2,1,10,0,143204,31477,19633,24751,54414,15051,38080,56265,20198,3350,3872312302,174681
2,1,10,1,134718,31463,19342,24821,45783,15050,35194,50603,20682,3352,3872312302,166181
2,1,11,0,111905,31447,19685,24702,30458,6641,32364,30711,20214,3363,3992067037,143352
2,1,11,1,106961,31449,19732,24801,26564,6575,29565,28503,20220,3314,3992067037,138410
2,1,12,0,122407,31447,18630,24733,41460,7174,29267,44232,20204,4435,1860298179,153854
2,1,12,1,140028,31450,25721,24776,35383,7216,26968,40537,20439,3383,1860298179,171478
2,1,13,0,125550,31413,14121,24813,47172,10189,32735,49577,20195,3407,2885586400,156963
2,1,13,1,118795,31467,14135,24716,40424,10178,29898,45553,20209,3370,2885586400,150262
2,1,14,0,129310,31457,12953,24789,51596,10720,35514,51731,20180,3362,660970169,160767
2,1,14,1,120295,31490,12877,24747,42783,10708,32195,46177,20197,3333,660970169,151785
2,1,15,0,111606,31467,11964,18192,39028,6523,41013,29500,20187,3495,2821421518,143073
2,1,15,1,106010,31493,11936,18441,32999,6554,37016,27738,20182,3523,2821421518,137503
2,1,16,0,140613,31456,12373,24755,60801,13266,39496,59459,20173,3425,2816339345,172069
2,1,16,1,129764,31466,12334,24751,50150,13248,35565,52718,20189,3388,2816339345,161230
2,1,17,0,140189,31476,16308,24965,53870,14769,37636,56102,20187,4421,3099003767,171665
2,1,17,1,130840,31451,16341,24829,44432,14741,34195,51038,20218,3403,3099003767,162291
2,1,18,0,170707,31410,24196,24677,56850,18010,39846,59823,20171,3468,3327388199,202117
2,1,18,1,136068,31465,17026,24768,47071,17992,35975,53985,20171,3400,3327388199,167533
2,1,19,0,110189,31473,19802,18168,30296,5939,32668,28445,20222,3511,2390646059,141662
2,1,19,1,106287,31425,19856,18163,26239,5964,29822,27199,20209,3567,2390646059,137712
2,1,20,0,123598,31480,19402,24776,42786,7370,30126,44935,20204,3301,351138204,155078
2,1,20,1,116720,31455,19356,24773,36082,7317,27268,41037,20183,3349,351138204,148175
2,1,21,0,126719,31443,13529,24732,48714,10523,34322,49783,20194,3335,185844627,158162
2,1,21,1,119062,31484,13592,24848,40835,10494,31231,45077,20176,3353,185844627,150546
2,1,22,0,136034,31468,14384,24856,54292,12087,37243,55232,20204,3327,3422049592,167502
2,1,22,1,125860,31460,14382,24766,45199,12283,32764,49620,20203,3390,3422049592,157320
2,1,23,0,134093,31425,20978,18130,34034,7383,37603,28681,20184,3562,3266795219,165518
2,1,23,1,105503,31482,13896,18149,29027,7362,33928,27353,20188,4528,3266795219,136985
2,1,24,0,149932,31462,13785,24788,63918,18077,44650,62264,20194,3443,214935265,181394
2,1,24,1,138431,31475,13750,24794,52586,18071,40207,55375,20223,3359,214935265,169906
2,2,1,0,129243,31450,12346,24315,53479,10286,34715,53480,20182,3238,328611226,160693
2,2,1,1,120598,31436,12345,24399,44654,10261,31440,47984,20216,3235,328611226,152034
2,2,2,0,133069,31450,12244,24772,54325,11623,38158,53774,20201,3283,4244431843,164519
2,2,2,1,122156,31673,12200,24807,44752,11569,34428,46827,20199,3211,4244431843,153829
2,2,3,0,114756,31481,10772,18229,41632,6875,43543,30055,20687,4413,2138479629,146237
2,2,3,1,106643,31422,10807,18159,35060,6833,38702,28167,20194,3387,2138479629,138065
2,2,4,0,178272,31429,30771,24729,62073,14010,39506,61439,20223,3355,1802732943,209701
2,2,4,1,142401,31453,23570,24729,51232,13997,35529,54557,20210,3247,1802732943,173854
2,2,5,0,142041,31428,17262,24707,53611,17671,41977,54133,20188,3203,1098345120,173469
2,2,5,1,133134,31468,17284,24753,44504,17671,38467,48601,20198,3188,1098345120,164602
2,2,6,0,132971,31422,12235,24826,55210,11707,37671,54198,20178,3273,4015148411,164393
2,2,6,1,123421,31410,12216,24770,45861,11699,33864,48588,20197,3267,4015148411,154831
2,2,7,0,110328,31650,16500,18281,33610,5213,34910,30034,20234,3357,2812643882,141978
2,2,7,1,104529,31432,16522,18174,28941,5162,31507,27536,20213,3375,2812643882,135961
2,2,8,0,136468,31458,11539,24771,59702,11520,45110,51013,20207,3192,1797704142,167926
2,2,8,1,127524,31457,11498,24889,49656,11546,40395,45832,20225,4250,1797704142,158981
2,2,9,0,125849,31453,9912,24752,53962,8384,34677,52546,20183,3199,2025762250,157302
2,2,9,1,141294,31429,16930,24801,44995,8364,31347,46946,20182,3304,2025762250,172723
2,2,10,0,128393,31715,11118,24731,51203,12435,34908,53586,20196,3193,3031443262,160108
2,2,10,1,119981,31444,11111,24720,42875,12433,31725,48426,20180,3227,3031443262,151425
2,2,11,0,136467,31405,42665,17979,32584,7654,35298,29585,20215,3399,4217468685,167872
2,2,11,1,132724,31444,43106,18056,28138,7616,32169,28349,20204,3363,4217468685,164168
2,2,12,0,138878,31443,24819,24664,49959,10523,32869,52401,20206,3193,2001719370,170321
2,2,12,1,132021,31681,24769,24725,42011,10531,30058,48425,20242,3217,2001719370,163702
2,2,13,0,134708,31488,22412,24701,47641,9994,32312,50154,20203,4265,4030092529,166196
2,2,13,1,126129,31457,22010,24747,40438,9954,29576,45695,20224,3224,4030092529,157586
2,2,14,0,154690,31417,25392,24695,48716,9456,33203,49798,20193,3296,836680901,186107
2,2,14,1,122103,31451,18278,24660,40942,9405,30193,44940,20209,3192,836680901,153554
2,2,15,0,102192,31432,11214,18184,32631,4552,33489,28576,20190,3374,1426959581,133624
2,2,15,1,97625,31647,11227,18166,28049,4568,30447,26946,20172,3454,1426959581,129272
2,2,16,0,123924,31463,10688,24856,49300,9645,33346,50592,20701,3212,2351737466,155387
2,2,16,1,115393,31432,10647,24805,41545,9616,30286,45809,20199,3204,2351737466,146825
2,2,17,0,114800,31474,11511,24677,42813,7079,29813,44878,20167,3152,3409877993,146274
2,2,17,1,108617,31455,11533,24781,36403,7063,27367,41007,20154,3188,3409877993,140072
2,2,18,0,116951,31421,11609,24738,42061,8490,30227,46284,20197,3228,4059984399,148372
2,2,18,1,109066,31905,11585,24748,35513,8479,27578,41291,20175,3158,4059984399,140971
2,2,19,0,172439,31407,19634,24784,73083,8750,29926,76824,20178,3205,718615711,203846
2,2,19,1,136160,31487,12564,24812,60180,8694,27570,66240,20181,4183,718615711,167647
2,2,20,0,129293,31442,19407,24738,47072,9179,32990,48123,20185,3204,1634264337,160735
2,2,20,1,121910,31421,19377,25001,39518,9227,30103,43779,20200,3162,1634264337,153331
2,2,21,0,126360,31473,13458,24765,51849,7506,33380,50864,20179,3190,248257326,157833
2,2,21,1,118596,31421,13473,24783,43865,7514,30240,46052,20188,3247,248257326,150017
2,2,22,0,150260,31442,33317,24629,51400,11973,34712,53425,20205,3226,1834135370,181702
2,2,22,1,141778,31456,33256,24654,43057,11963,31479,48318,20217,3204,1834135370,173234
2,2,23,0,115011,31939,21149,18065,34078,6096,36303,28697,20194,3354,507479092,146950
2,2,23,1,111439,31442,21403,18229,28858,6101,32663,28318,20245,3338,507479092,142881
2,2,24,0,136168,31488,13070,24768,51190,17107,37492,55716,20180,4273,1065193257,167656
2,2,24,1,151392,31449,20143,24815,42820,17123,34386,50506,20186,3278,1065193257,182841
3,0,1,0,127613,31470,13849,24175,52001,8599,39203,45700,20201,3263,3583456393,159083
3,0,1,1,119895,31472,13848,24327,43606,8588,35637,41020,20713,3241,3583456393,151367
3,0,2,0,131309,31462,12529,24162,53933,11596,42170,47652,20197,3259,1480692773,162771
3,0,2,1,121757,31455,12449,24275,44460,11551,37914,42502,20197,3255,1480692773,153212
3,0,3,0,105286,31937,11206,18113,33194,7615,40635,24418,20188,3391,1838642138,137223
3,0,3,1,101690,31461,11207,18295,28117,7664,36940,24369,20217,3407,1838642138,133151
3,0,4,0,129965,31482,15565,24681,51182,9405,39667,45739,20186,3275,1649819177,161447
3,0,4,1,129382,31460,22618,24665,42515,9406,35692,41026,20200,4374,1649819177,160842
3,0,5,0,131271,31427,14277,24741,52251,10649,41519,46257,20436,3302,628936572,162698
3,0,5,1,139372,31444,14334,24660,43119,10634,37273,41274,20196,3369,628936572,170816
3,0,6,0,125320,31482,14094,24665,49616,7746,38055,44106,20188,3337,3366788295,156802
3,0,6,1,116629,31450,14069,24702,41061,7730,34476,39153,20184,3330,3366788295,148079
3,0,7,0,105127,31454,13110,18413,32949,5225,38895,24079,20196,3421,3646786092,136581
3,0,7,1,100376,31439,13157,18410,28091,5226,35117,22971,20176,3420,3646786092,131815
3,0,8,0,135420,31471,12501,24914,52846,15980,45560,48322,20197,3297,2537060411,166891
3,0,8,1,126948,31457,12459,24724,43563,15994,41506,44021,20229,3304,2537060411,158405
3,0,9,0,140445,31484,26936,24614,51384,8429,39203,45357,20209,3298,375300236,171929
3,0,9,1,131656,31458,26969,24699,42348,8473,35232,40421,20208,3284,375300236,163114
3,0,10,0,147934,31448,32146,24575,51948,8806,39381,46074,20228,4410,2336151104,179382
3,0,10,1,148470,31444,25034,24688,43483,8818,35715,41413,20227,3345,2336151104,179914
3,0,11,0,116462,31449,21837,18358,34476,6281,41659,23768,20190,3483,314040895,147911
3,0,11,1,111872,31807,21828,18399,29314,6724,38030,22830,20199,3448,314040895,143679
3,0,12,0,134280,31477,17288,24735,52716,10351,41189,46748,20195,3301,3940981888,165757
3,0,12,1,125302,31486,17241,24685,43888,10399,37232,41874,20184,3310,3940981888,156788
3,0,13,0,132335,31468,14186,24749,52942,10203,40783,48364,20228,3313,2723800871,163803
3,0,13,1,122776,31479,14219,24768,44441,10167,36953,42564,20199,3294,2723800871,154255
3,0,14,0,130408,31435,12692,24711,52835,10933,42008,46610,20200,3340,457933545,161843
3,0,14,1,121059,31438,12644,24712,43653,10979,37944,41532,20191,3313,457933545,152497
3,0,15,0,119596,31682,18657,18403,38488,7466,46647,24065,20195,4517,1775045033,151278
3,0,15,1,105301,31443,11730,18474,32180,7398,41551,22897,20198,3411,1775045033,136744
3,0,16,0,158339,31425,14373,24726,58203,14388,45334,52125,20202,3361,355239279,189764
3,0,16,1,130864,31421,14785,24692,47789,14420,40687,46351,20199,3370,355239279,162285
3,0,17,0,135775,31468,14781,24646,55342,11905,44045,47983,20212,3315,4044041893,167243
3,0,17,1,125950,31456,14837,24618,45373,11967,39589,42505,20205,3292,4044041893,157406
3,0,18,0,139084,31460,13426,25007,59009,12457,45075,51537,20178,3316,4286618998,170544
3,0,18,1,129391,31441,13417,24733,48482,12467,41411,45575,20191,3356,4286618998,160832
3,0,19,0,111143,31463,13286,18413,36160,7819,44214,24544,20205,3435,1192835000,142606
3,0,19,1,105671,31432,13312,18479,30440,7893,39768,23360,20179,3474,1192835000,137103
3,0,20,0,133044,31444,11163,24673,55374,12696,44840,48035,20179,3281,568204409,164488
3,0,20,1,122788,31694,11145,24689,45210,12687,40223,42493,20181,3308,568204409,154482
3,0,21,0,150985,31459,24026,24598,58510,14634,46653,51228,20191,3280,2516503330,182444
3,0,21,1,168895,31492,30684,24625,47956,14659,41650,45716,20195,7583,2516503330,200387
3,0,22,0,153714,31466,23893,24665,54626,21315,46762,53978,20195,3325,2264318116,185180
3,0,22,1,144267,31462,23865,24649,45296,21299,42555,48818,20207,3337,2264318116,175729
3,0,23,0,116946,31942,20954,18334,34058,6878,42791,24121,20201,3435,1731514927,148888
3,0,23,1,111213,31436,20954,18412,29086,6902,37728,23057,20447,3439,1731514927,142649
3,0,24,0,138004,31479,16647,24685,53237,14209,43418,48846,20199,3328,2300107317,169483
3,0,24,1,128829,31488,16600,24687,44183,14272,39373,43900,20183,3315,2300107317,160317
3,1,1,0,149636,31482,15564,24406,61149,19363,45884,59167,20197,3313,3336523063,181118
3,1,1,1,167251,31437,22633,24328,50020,19386,40897,52973,20194,7611,3336523063,198688
3,1,2,0,142155,31459,18612,24491,53573,16190,46536,47855,20203,3338,1077211191,173614
3,1,2,1,132454,31468,18604,24473,44046,16165,42243,42583,20201,3321,1077211191,163922
3,1,3,0,113953,31473,19018,18409,33172,5904,41083,24043,20209,4046,2346328333,145426
3,1,3,1,107239,31472,19099,18510,28124,5904,36022,22856,20196,3490,2346328333,138711
3,1,4,0,121450,31458,18836,24737,42493,6093,34458,38999,20210,3322,3142109721,152908
3,1,4,1,114950,31470,18778,24752,36117,6130,31507,35624,20205,3316,3142109721,146420
3,1,5,0,125466,31470,13974,24818,47605,9908,38954,43510,20189,3311,2990650740,156936
3,1,5,1,117590,31469,13994,24758,39639,9915,35182,39263,20192,3329,2990650740,149059
3,1,6,0,136658,31960,12679,24739,58427,11501,44696,50103,20190,3359,2172603288,168618
3,1,6,1,154738,31494,19798,24724,47821,11502,39814,44385,20213,7587,2172603288,186232
3,1,7,0,112380,31456,12713,18500,37910,7624,45934,24523,20180,3484,4176992014,143836
3,1,7,1,106308,31463,12774,18518,31735,7595,40989,23237,20200,3513,4176992014,137771
3,1,8,0,136670,31485,13343,24859,56691,12486,46483,47686,20174,3359,2460562138,168155
3,1,8,1,125723,31478,13329,24759,45982,12454,41238,42087,20181,3359,2460562138,157201
3,1,9,0,150352,31441,14893,24729,64028,17381,52747,53525,20202,3413,658805349,181793
3,1,9,1,139834,31458,14935,24891,52028,17477,47375,48256,20231,3362,658805349,171292
3,1,10,0,145332,31494,19366,24777,56376,15510,45345,51450,20180,3361,1937523245,176826
3,1,10,1,135654,31436,19345,24812,46707,15498,40912,46245,20186,3419,1937523245,167090
3,1,11,0,141631,31442,26882,24757,32102,6971,38922,25037,20200,7571,333562915,173073
3,1,11,1,109063,31974,19748,25310,27651,7016,35965,24148,20205,3375,333562915,141037
3,1,12,0,122824,31472,18647,24714,42832,7350,35459,39572,20198,3328,2386291592,154296
3,1,12,1,116146,31491,18609,24770,36244,7318,32392,36071,20190,3339,2386291592,147637
3,1,13,0,127217,31485,14111,24812,48739,10338,39151,44872,20200,3342,3020782214,158702
3,1,13,1,119789,31479,14170,24873,40828,10357,35576,40615,20448,3347,3020782214,151268
3,1,14,0,133107,31462,12930,24847,53662,11166,42973,47958,20237,3382,624207370,164569
3,1,14,1,122013,31439,12882,24803,43989,11147,38435,41640,20196,3349,624207370,153452
3,1,15,0,114101,31442,11928,18527,40737,6975,48172,24747,20204,3556,2833024886,145543
3,1,15,1,107090,31408,11976,18532,33910,6962,42664,23126,20196,3546,2833024886,138498
3,1,16,0,143179,31483,12366,24845,63045,13535,46933,54625,20196,3391,1095910081,174662
3,1,16,1,131822,31487,12826,24725,51382,13602,41785,48049,20187,3388,1095910081,163309
3,1,17,0,141657,31469,16308,24736,56204,15169,45280,50962,20171,3350,1086031555,173126
3,1,17,1,160116,31438,23366,24743,45840,15137,40500,45347,20191,7580,1086031555,191554
3,1,18,0,148167,31430,17062,24817,58536,18117,46875,54728,20438,3411,2324774584,179597
3,1,18,1,137080,31988,17024,24755,47927,18115,41943,48985,20196,3380,2324774584,169068
3,1,19,0,112126,31421,19813,18482,31872,6258,39132,23921,20230,3493,3246194450,143547
3,1,19,1,108931,31452,19837,18570,27308,6269,35620,24055,20215,3495,3246194450,140383
3,1,20,0,125116,31469,19394,24814,44173,7423,35872,40669,20183,3345,3181115631,156585
3,1,20,1,118274,31478,19364,24835,37414,7447,32891,36937,20189,3347,3181115631,149752
3,1,21,0,128792,31483,13966,24804,50171,10600,40735,44979,20197,3331,1986513326,160275
3,1,21,1,119967,31474,13565,24759,41776,10589,36823,40436,20199,3331,1986513326,151441
3,1,22,0,136908,31473,14375,24761,56165,12252,43149,50160,20209,3372,3861395185,168381
3,1,22,1,155578,31474,21441,24823,46260,12238,38745,44706,20202,7583,3861395185,187052
3,1,23,0,112286,31441,13849,18499,36322,7958,45174,24046,20200,3506,1570442263,143727
3,1,23,1,106835,31434,13892,18727,30464,7963,40628,22969,20203,3530,1570442263,138269
3,1,24,0,154058,31460,13804,24707,66034,18588,52209,58334,20207,3448,1728790179,185518
3,1,24,1,139864,31453,13747,24824,53451,18573,46464,50516,20195,3442,1728790179,171317
3,2,1,0,131790,31466,12338,24332,55241,10465,41557,48599,20199,3201,212664188,163256
3,2,1,1,121688,31459,12332,24418,45625,10457,37286,43334,20200,3220,212664188,153147
3,2,2,0,134888,31457,12256,24763,56776,12199,45860,48002,20211,3192,1153470500,166345
3,2,2,1,153099,31423,19298,24764,46291,12186,40951,42432,20202,7579,1153470500,184522
3,2,3,0,115230,31456,10772,18507,43386,7332,50794,24834,20195,3355,2200892057,146686
3,2,3,1,108236,31445,10801,18777,35922,7344,44956,23544,20207,3344,2200892057,139681
3,2,4,0,156916,31438,23625,24809,64132,14220,46883,57487,20219,3322,3280217244,188354
3,2,4,1,143710,31461,23585,24720,52304,14197,41671,49681,20243,3252,3280217244,175171
3,2,5,0,145646,31441,17251,24804,55996,18509,49904,49529,20432,3206,3915348219,177087
3,2,5,1,135227,31467,17296,24782,45694,18561,45219,43951,20204,3187,3915348219,166694
3,2,6,0,134780,31972,12241,24724,57012,11901,44486,49276,20201,3187,303751965,166752
3,2,6,1,124600,31433,12265,24764,46774,11903,39673,43893,20196,3211,303751965,156033
3,2,7,0,139532,31414,23590,18453,35189,5512,41326,24256,20211,7581,2703589437,170946
3,2,7,1,105858,31454,16544,18494,29976,5451,37243,23158,20215,3336,2703589437,137312
3,2,8,0,138802,31450,11580,24767,61126,12170,52983,45207,20450,3210,343293873,170252
3,2,8,1,127188,31438,11505,24833,49886,12173,46724,40290,20185,3187,343293873,158626
3,2,9,0,127186,31420,9919,24780,55101,8532,41183,47357,20187,3261,1076128426,158606
3,2,9,1,119070,31472,9946,24824,45633,8541,37007,43221,20174,3287,1076128426,150542
3,2,10,0,130253,31452,11114,24745,52795,12648,41721,48598,20218,3199,1206897246,161705
3,2,10,1,121414,31451,11104,24796,44070,12659,37918,43735,20190,3202,1206897246,152865
3,2,11,0,138441,31444,42618,18383,34114,8022,41886,25039,20205,3310,2100537384,169885
3,2,11,1,134095,31429,42649,18368,29558,8116,38466,23971,20208,3375,2100537384,165524
3,2,12,0,140225,31472,24795,24711,51209,10607,39303,47353,20207,3185,1667298845,171697
3,2,12,1,160770,31489,31950,24718,42679,10670,35503,42699,20186,7587,1667298845,192259
3,2,13,0,134397,31954,21989,24778,48719,10092,38542,45171,20207,3195,314998791,166351
3,2,13,1,127196,31430,22288,24704,41106,10120,35101,40956,20215,3210,314998791,158626
3,2,14,0,133080,31423,18303,24784,50238,9612,40656,45324,20208,3184,4159441276,164503
3,2,14,1,123232,31440,18283,24786,41818,9566,35766,40533,20204,3174,4159441276,154672
3,2,15,0,104659,31418,11199,18712,33965,5511,40825,23776,20186,3375,1177611709,136077
3,2,15,1,99418,31429,11221,18511,28848,5534,36682,22588,20186,3338,1177611709,130847
3,2,16,0,124842,31475,10661,24825,50686,9803,39766,45673,20202,3178,2360769366,156317
3,2,16,1,117069,31485,10669,24796,42435,9818,36013,41167,20171,3191,2360769366,148554
3,2,17,0,116302,31453,11480,24800,44007,7281,35927,40283,20172,3146,2759375774,147755
3,2,17,1,109745,31440,11513,24826,37266,7269,32856,36632,20174,3191,2759375774,141185
3,2,18,0,145861,31466,18604,24772,43186,8679,36171,40596,20177,7570,1242958427,177327
3,2,18,1,110419,31440,11603,24830,36467,8660,33059,37024,20165,3222,1242958427,141859
3,2,19,0,147572,31457,12560,24829,71412,8847,36171,70176,20210,3152,3254909871,179029
3,2,19,1,134184,31467,12603,24861,58537,8841,33075,59301,20655,3155,3254909871,165651
3,2,20,0,131145,31461,19384,24753,48599,9478,39543,43413,20197,3198,1071198881,162606
3,2,20,1,123174,31466,19376,24765,40478,9539,35814,39091,20171,3427,1071198881,154640
3,2,21,0,128350,31443,13473,24804,53013,7668,39912,45705,20720,3229,2004816235,159793
3,2,21,1,118902,31461,13496,24781,44067,7643,35836,40783,20176,3216,2004816235,150363
3,2,22,0,152174,31465,33283,24780,53101,12056,41434,48633,20209,3193,704862633,183639
3,2,22,1,142941,31431,33268,24707,44014,12116,37289,43674,20206,3196,704862633,174372
3,2,23,0,116560,31880,21170,18480,35099,6466,42436,24019,20209,3349,1809713854,148440
3,2,23,1,140153,31438,28211,18487,30011,6512,38499,22924,20211,7586,1809713854,171591
3,2,24,0,137153,31481,13486,24756,52343,17515,44308,50433,20192,3193,2441181221,168634
3,2,24,1,129116,31429,13019,24847,43594,17521,40574,46631,20224,3280,2441181221,160545
4,0,1,0,127754,31480,13882,24691,51648,8481,33904,51044,20206,3245,3683138644,159234
4,0,1,1,119193,31450,13878,24655,43199,8469,30797,45652,20196,3272,3683138644,150643
4,0,2,0,130793,31468,12519,24630,53240,11284,36621,52662,20204,3290,1155076276,162261
4,0,2,1,121269,31451,12464,24725,43776,11296,33026,46907,20193,3290,1155076276,152720
4,0,3,0,101904,31457,11216,16186,29504,7353,35031,26596,20184,3400,2510325721,133361
4,0,3,1,126100,31455,18152,16460,24924,7420,32027,25412,20160,7607,2510325721,157555
4,0,4,0,129815,31469,16027,25090,50144,9313,34191,50486,20197,3307,4245226984,161284
4,0,4,1,122117,31470,15538,25263,41709,9412,32022,45656,20184,3304,4245226984,153587
4,0,5,0,130340,31455,14292,25073,51303,10595,35918,51187,20199,3296,2420728406,161795
4,0,5,1,121351,31454,14339,25121,42386,10326,32435,45532,20196,3346,2420728406,152805
4,0,6,0,124736,31475,14096,25043,48823,7648,32812,48837,20189,3289,2952778531,156211
4,0,6,1,117104,31492,14046,25158,40721,7661,29903,43776,20640,3296,2952778531,148596
4,0,7,0,101823,31460,13108,16480,29347,5033,33537,26082,20209,3460,1543426618,133283
4,0,7,1,97690,31418,13147,16460,25068,5045,30386,24935,20194,3502,1543426618,129108
4,0,8,0,133963,31462,12496,25043,51844,15448,39803,52664,20180,3293,2558238521,165425
4,0,8,1,153780,31507,19505,25058,42752,15485,36239,47185,20170,7570,2558238521,185287
4,0,9,0,140216,31471,26929,24972,50858,8328,33656,50635,20218,3317,3967411784,171687
4,0,9,1,131995,31451,26979,25089,42324,8379,30788,45140,20208,3345,3967411784,163446
4,0,10,0,140726,31461,25073,25196,51402,8700,34321,52227,20231,3334,406498855,172187
4,0,10,1,130636,31711,25021,25118,42755,8673,30843,45835,20200,3309,406498855,162347
4,0,11,0,114001,31432,22278,16476,31198,6034,36722,25821,20189,3464,1790072476,145433
4,0,11,1,108438,31432,21828,16448,26273,5952,32722,24688,20181,3493,1790072476,139870
4,0,12,0,133974,31481,17305,25116,52246,10167,35652,52016,20174,3306,1816867525,165455
4,0,12,1,124919,31482,17265,25144,43336,10104,32267,46455,20198,3303,1816867525,156401
4,0,13,0,160040,31418,21295,25157,52651,10021,35179,52780,20209,7590,2442060032,191458
4,0,13,1,122310,31492,14235,25145,43801,9972,31857,47196,20216,3299,2442060032,153802
4,0,14,0,131150,31469,12660,25242,53380,10750,36832,52682,20178,3259,410001232,162619
4,0,14,1,120967,31474,12659,25068,43496,10717,32906,46509,20173,3293,410001232,152441
4,0,15,0,107475,31445,11697,16514,34305,7144,40513,26185,20178,3461,3068614945,138920
